#Puck,v_x (m/s), v_y (m/s)
10,0.025648,-0.365093
11,0.534923,-0.17299
12,0.162314,0.231007
13,0.2307,-0.185332
14,0.0487756,0.0174366
15,0.117278,0.429732
16,-0.143229,0.0159652
17,0.17221,-0.253405
18,0.28661,0.321695
19,-0.0734407,-0.391544
20,-0.319569,0.0373021
0,0.0548471,-0.0850056
1,-0.0103518,0.433424
2,-0.240653,-0.166502
3,0.510526,-0.17061
4,0.0589606,0.198144
5,0.20176,0.252133
6,-0.320119,0.360921
7,-0.046257,0.312349
8,-0.276493,0.365628
9,-0.321784,0.266641
10,0.00425276,-0.358557
11,0.366738,0.0817569
12,0.159731,0.237346
13,0.210746,-0.184309
14,0.19894,-0.206928
15,-0.0869981,0.307379
16,0.0636789,0.148802
17,0.18669,-0.290941
18,0.287434,0.327954
19,-0.0697389,-0.272589
20,-0.07195,-0.332172
0,0.0816751,-0.139855
1,-0.00944017,0.431623
2,-0.228037,-0.145944
3,0.49494,-0.115603
4,0.0703381,0.184126
5,0.00692757,0.564789
6,0.135021,-0.131429
7,-0.0479315,0.309105
8,-0.278294,0.368571
9,0.116375,0.0147392
10,-0.00500728,-0.351058
11,0.387547,0.132058
12,0.16131,0.232249
13,0.199324,-0.188388
14,0.222006,-0.246683
15,-0.182951,0.252903
16,0.1622,0.208586
17,0.166247,-0.253684
18,0.284658,0.324879
19,-0.188008,-0.261239
20,-0.0709759,-0.334732
0,0.114732,-0.138961
1,-0.0151381,0.429778
2,-0.218034,-0.105957
3,0.468332,-0.112098
4,0.0644508,0.215474
5,-0.279186,0.390058
6,-0.38023,-0.106088
7,-0.0250102,0.324655
8,-0.278474,0.36409
9,0.187531,-0.0307651
10,0.00531147,-0.378046
11,0.342973,0.0717185
12,0.166289,0.230214
13,0.253127,-0.229515
14,0.211703,-0.257123
15,-0.166733,0.254028
16,0.159242,0.20157
17,0.186267,-0.281986
18,0.266603,0.302249
19,-0.119355,-0.300118
20,-0.0718306,-0.33905
0,0.102366,-0.0963482
1,-0.0163659,0.426377
2,-0.280589,-0.108444
3,0.452257,-0.111832
4,0.0724776,0.220408
5,-0.295438,0.450884
6,-0.43096,-0.0964971
7,0.0498825,0.401562
8,-0.279206,0.36261
9,0.187136,-0.0295777
10,-0.025313,-0.361787
11,0.367502,0.103905
12,0.165405,0.230503
13,0.206811,-0.216321
14,0.209154,-0.250665
15,-0.191971,0.223568
16,0.155925,0.194194
17,0.170923,-0.231341
18,0.185952,0.223954
19,-0.138377,-0.0725603
20,-0.0729499,-0.335603
0,0.138156,-0.138921
1,-0.012109,0.431138
2,-0.210443,-0.112922
3,0.0844395,-0.213571
4,0.066208,0.219663
5,-0.296881,0.540299
6,-0.377046,-0.0252583
7,0.0515028,0.402229
8,-0.27638,0.365123
9,0.182271,-0.0327208
10,-0.00688759,-0.378184
11,0.347164,0.124477
12,0.173189,0.2343
13,0.182295,-0.215039
14,0.209069,-0.250312
15,-0.175366,0.230997
16,0.166148,0.198975
17,0.149293,-0.259976
18,0.185945,0.216473
19,-0.085467,0.266244
20,-0.0706193,-0.336712
0,0.168416,-0.110128
1,-0.0481934,0.173945
2,-0.178588,-0.105213
3,-0.167556,-0.242232
4,0.0792066,0.207702
5,-0.00795687,0.529657
6,-0.395317,-0.00179209
7,0.0494157,0.404953
8,-0.271423,0.36543
9,0.184638,-0.0261994
10,-0.0248521,-0.388713
11,0.351934,0.119423
12,0.164098,0.230413
13,0.176636,-0.224257
14,0.219257,-0.265805
15,-0.169858,0.233192
16,0.164051,0.203723
17,0.139073,-0.191711
18,0.181142,0.220379
19,-0.193523,0.259162
20,-0.0760452,-0.336261
0,0.22211,-0.181756
1,-0.477398,0.0169063
2,-0.177071,-0.0822633
3,-0.172327,-0.239794
4,0.0831125,0.21641
5,0.103577,0.228913
6,-0.443022,0.00769955
7,0.0510506,0.405598
8,-0.273381,0.364902
9,0.183267,-0.0244459
10,-0.0116095,-0.364862
11,0.31355,0.132775
12,0.167043,0.235159
13,0.156939,-0.205889
14,0.200532,-0.243152
15,-0.173133,0.234751
16,0.172673,0.200635
17,0.148817,-0.237138
18,0.186413,0.219002
19,-0.13174,0.256196
20,-0.0774164,-0.335438
0,0.209726,-0.126985
1,-0.58475,-0.0161453
2,-0.173375,-0.138228
3,-0.176481,-0.241851
4,0.0881119,0.219176
5,0.165255,0.106448
6,-0.485683,-0.0202368
7,0.047971,0.403128
8,-0.272545,0.359747
9,0.182514,-0.0335791
10,-0.0214086,-0.366311
11,0.328733,0.12953
12,0.12091,0.0574645
13,0.17488,-0.181303
14,0.200611,-0.250408
15,-0.166838,0.228147
16,0.162648,0.197683
17,0.239531,-0.0753762
18,0.184569,0.212382
19,-0.174934,0.269029
20,-0.0774642,-0.336502
0,0.169482,-0.14352
1,-0.440142,-0.415143
2,-0.193393,-0.174132
3,-0.278573,-0.206287
4,0.0834819,0.20053
5,0.641718,0.830367
6,-0.4933,0.00939973
7,0.0487696,0.399507
8,-0.272458,0.360517
9,0.180156,-0.0347353
10,-0.0230665,-0.359721
11,0.300702,0.137766
12,0.050399,-0.168383
13,0.159356,-0.217451
14,0.22124,-0.269443
15,-0.19024,0.205454
16,0.164536,0.191458
17,0.318628,0.250554
18,0.190025,0.197562
19,-0.154844,0.235768
20,-0.0738432,-0.341672
0,0.234129,-0.104428
1,-0.123728,-0.859702
2,-0.191239,-0.155345
3,-0.316088,-0.186331
4,0.0886836,0.201596
5,0.457183,0.0532737
6,-0.450645,-0.0334597
7,0.0484893,0.40204
8,-0.273743,0.365224
9,0.181218,-0.0314305
10,-0.0205258,-0.366414
11,0.321402,0.12483
12,0.0587768,-0.170497
13,0.155136,-0.210465
14,0.202392,-0.251645
15,-0.16752,0.236148
16,0.163405,0.198843
17,0.366582,0.243568
18,0.191408,0.219664
19,-0.118122,0.228174
20,0.28782,0.501845
0,0.271684,-0.100822
1,-0.128518,-0.860414
2,-0.184766,-0.166814
3,-0.321135,-0.188655
4,0.0495756,0.200545
5,0.386161,-0.280555
6,0.293799,0.141145
7,0.046813,0.405707
8,-0.273083,0.365029
9,0.182059,-0.0246702
10,-0.0229521,0.46303
11,-0.254596,0.169493
12,0.0529355,-0.165238
13,0.153263,-0.172492
14,0.216026,-0.262131
15,-0.160721,0.238078
16,0.165558,0.201728
17,0.320275,0.170515
18,0.186655,0.214887
19,-0.0929607,0.152725
20,-0.0534502,-0.186477
0,0.276182,-0.0540181
1,-0.119658,-0.858522
2,0.0948208,-0.252448
3,0.506714,0.11246
4,0.0730418,0.188929
5,0.338238,-0.293575
6,0.620918,0.16324
7,0.0479765,0.406188
8,-0.2766,0.362719
9,0.182596,-0.0266589
10,0.50694,0.287003
11,0.025466,0.24776
12,0.0652982,-0.165317
13,-0.2871,0.136801
14,0.213233,-0.257633
15,-0.168847,0.236813
16,0.165253,0.197361
17,0.266681,0.201508
18,0.191319,0.220239
19,-0.0600616,0.213337
20,0.0290355,0.507896
0,0.213082,-0.0549647
1,-0.382163,-0.672669
2,0.190355,-0.329472
3,-0.134329,-0.0460263
4,0.0485959,0.193402
5,0.284924,-0.354223
6,0.614655,0.160455
7,0.0449777,0.402691
8,-0.280023,0.365553
9,0.177052,-0.0322539
10,0.522456,0.327286
11,0.39288,-0.31456
12,0.0548158,-0.167416
13,0.00426609,-0.0352637
14,0.20393,-0.246529
15,-0.182153,0.234512
16,0.170002,0.184899
17,0.156884,0.00602877
18,0.180679,0.209314
19,-0.100342,0.200265
20,0.0429017,0.528018
0,0.231047,-0.0879392
1,-0.279889,-0.467531
2,0.20886,-0.311975
3,0.154599,0.207147
4,0.0660169,0.206528
5,0.327329,-0.353874
6,0.617357,0.156268
7,0.045451,0.398794
8,-0.278244,0.356098
9,0.176001,-0.033535
10,0.404109,0.0978471
11,0.349222,-0.269914
12,0.0313551,-0.174502
13,-0.0848862,0.0691893
14,0.200105,-0.250136
15,-0.182396,0.225031
16,0.162725,0.195119
17,-0.143382,-0.23315
18,0.164869,0.208334
19,-0.0557128,0.209797
20,-0.351959,-0.22953
0,0.23832,-0.114999
1,0.13003,-0.0759294
2,0.194601,-0.300416
3,0.114646,0.206533
4,0.0571649,0.203038
5,0.343417,-0.327539
6,0.613795,0.156555
7,0.0447884,0.40018
8,-0.281303,0.352411
9,0.174289,-0.0340148
10,0.00338843,0.81301
11,0.454426,-0.356258
12,0.0342261,-0.15412
13,0.279544,0.915621
14,0.211034,-0.268508
15,-0.189035,0.220462
16,0.161725,0.198968
17,-0.140983,-0.235166
18,0.173529,0.207844
19,-0.0995023,0.25193
20,-0.287317,-0.301886
0,0.191033,-0.0161858
1,0.034579,0.0552919
2,0.210105,-0.33242
3,0.23149,0.0570105
4,0.0240765,0.206356
5,0.416443,-0.311198
6,0.607981,0.159974
7,0.0429908,0.403825
8,-0.260046,0.375614
9,0.1701,-0.0278224
10,-0.0103615,0.811907
11,-0.112529,0.296691
12,0.0282213,-0.131423
13,0.168228,0.489894
14,0.205383,-0.250577
15,-0.210739,0.231012
16,0.158228,0.207875
17,-0.135625,-0.234984
18,0.171314,0.216962
19,0.0228248,0.300958
20,0.0360458,0.511577
0,0.123502,0.0486768
1,0.517871,-0.232911
2,0.249422,-0.282706
3,-0.603594,-0.384582
4,0.0305758,0.21955
5,0.312255,-0.381537
6,0.609782,0.161966
7,0.0481741,0.403367
8,-0.271263,0.374243
9,0.176281,-0.0295244
10,-0.0055518,0.827466
11,-0.11591,0.299088
12,0.0169614,-0.144124
13,0.143016,0.55607
14,0.207604,-0.265244
15,-0.20174,0.222984
16,0.225937,0.164196
17,-0.154926,-0.229957
18,0.170793,0.215894
19,-0.033252,0.310421
20,0.0136474,0.510095
0,0.0925251,-0.00844947
1,0.554154,-0.389672
2,0.300442,-0.176461
3,-0.523268,-0.206107
4,0.045315,0.205594
5,0.152528,0.0343125
6,0.610232,0.157934
7,0.044702,0.402402
8,-0.273849,0.369089
9,0.17446,-0.0322521
10,-0.00535191,0.834962
11,-0.115158,0.294965
12,0.0209684,-0.153364
13,0.196826,0.741438
14,0.205317,-0.26744
15,-0.213124,0.213786
16,0.498868,0.0717607
17,-0.155,-0.23635
18,0.176324,0.2137
19,-0.0548195,0.283089
20,0.0235655,0.498838
0,0.144106,-0.0423576
1,-0.422299,-0.281213
2,0.314616,-0.259788
3,-0.0143477,-0.308144
4,0.0534575,0.206826
5,0.0189502,-0.230968
6,0.607575,0.154123
7,0.0439218,0.403343
8,-0.274068,0.363424
9,0.174047,-0.0330277
10,-0.00716468,0.810812
11,-0.112565,0.292333
12,0.026181,-0.10348
13,0.156856,0.530992
14,0.210104,-0.268022
15,-0.209605,0.213996
16,0.495306,0.0729408
17,-0.152482,-0.242662
18,0.17252,0.214744
19,-0.0568358,0.216411
20,-0.00907624,0.47418
0,0.15144,-0.0692371
1,-0.443899,-0.276092
2,0.262262,-0.27348
3,0.529149,-0.0698289
4,0.0467524,0.255354
5,0.0624511,-0.219705
6,0.603117,0.154822
7,0.042966,0.402207
8,-0.276537,0.368431
9,0.169653,-0.034171
10,0.232595,0.10112
11,-0.118201,0.291451
12,0.0291678,-0.138864
13,0.144766,0.624582
14,0.199493,-0.256772
15,-0.203791,0.221447
16,0.494806,0.0720438
17,-0.163556,-0.235771
18,0.170035,0.22253
19,-0.0858475,0.30259
20,0.02794,0.491397
0,0.174974,-0.0819508
1,-0.428631,-0.265775
2,0.275193,-0.316268
3,0.329987,0.0974198
4,0.127253,0.26757
5,0.133317,-0.201251
6,0.602094,0.154529
7,0.0440633,0.400468
8,-0.277233,0.359329
9,0.174325,-0.0319874
10,0.280245,0.10371
11,-0.116112,0.290555
12,0.0315738,-0.152875
13,0.117379,-0.000480647
14,0.198889,-0.249997
15,-0.198992,0.216525
16,0.495659,0.0744957
17,-0.168236,-0.235881
18,0.175224,0.221702
19,-0.128821,0.353217
20,-0.00897331,0.506238
0,-0.291324,-0.446631
1,0.0133534,0.04746
2,0.281679,-0.333425
3,0.0211687,-0.288241
4,0.289443,0.0912155
5,0.0776994,-0.191505
6,0.601388,0.158132
7,0.0402834,0.40174
8,-0.279799,0.362362
9,0.170852,-0.0345845
10,0.297979,0.0871515
11,-0.116323,0.290546
12,0.0192865,-0.131521
13,0.41439,0.193418
14,0.193357,-0.248732
15,-0.194084,0.218506
16,0.492209,0.0716394
17,-0.172061,-0.243803
18,0.175908,0.2193
19,-0.130802,0.298575
20,0.000183804,0.50756
0,-0.304567,-0.455722
1,-0.300711,-0.27554
2,0.333088,-0.406014
3,-0.627292,-0.327647
4,0.177413,0.221967
5,0.110345,-0.204467
6,0.598222,0.155274
7,0.0430064,0.400277
8,-0.277273,0.359219
9,0.171342,-0.0353988
10,0.17307,-0.0262647
11,-0.1165,0.292879
12,0.0618151,0.0338695
13,-0.203519,0.531882
14,0.196443,-0.25226
15,-0.204622,0.201273
16,0.495923,0.0723673
17,-0.165734,-0.231874
18,0.178516,0.221173
19,-0.0908966,0.311257
20,0.00862959,0.508537
0,-0.294884,-0.462324
1,-0.30852,-0.286207
2,0.249813,-0.360666
3,-0.598262,-0.346568
4,0.502288,0.385838
5,0.0651603,-0.182061
6,0.595329,0.15486
7,0.0427611,0.398652
8,-0.241959,-0.0584938
9,0.17067,-0.0337188
10,0.107629,-0.110874
11,-0.11711,0.28996
12,-0.377184,-0.049752
13,0.293423,0.540776
14,0.189261,-0.245576
15,-0.195604,0.225208
16,0.488918,0.0664084
17,-0.170735,-0.240278
18,0.177365,0.223127
19,-0.145418,0.284532
20,-0.00162299,0.514283
0,-0.305581,-0.457023
1,-0.273414,-0.299894
2,0.253272,-0.328084
3,-0.615739,-0.286561
4,-0.290432,0.16428
5,0.0659176,-0.142933
6,0.589677,0.15682
7,0.0408366,0.403729
8,-0.0786979,-0.0466421
9,0.169874,-0.0307522
10,0.142772,-0.11789
11,-0.120257,0.288596
12,0.190206,0.0574975
13,-0.457754,0.0320572
14,0.190996,-0.246944
15,-0.198821,0.233431
16,0.494921,0.07615
17,-0.195464,0.229876
18,0.196167,0.215692
19,-0.155741,0.262729
20,-0.0154726,0.505773
0,-0.301885,-0.458218
1,0.0156215,0.0549427
2,0.196788,-0.319481
3,-0.50876,0.131328
4,-0.361066,0.078317
5,0.0381062,-0.153057
6,0.591918,0.157709
7,0.0408201,0.400829
8,0.0350712,-0.0919755
9,0.169279,-0.0322521
10,0.00216567,0.810869
11,-0.120501,0.290103
12,-0.164481,-0.0779641
13,-0.405995,0.0733093
14,0.18821,-0.245144
15,-0.199017,0.2341
16,0.487545,0.0725401
17,-0.328257,-0.0822173
18,0.189274,0.21917
19,-0.230236,0.239486
20,-0.0227127,0.46859
0,-0.308713,-0.477328
1,0.0169412,0.0549408
2,-0.0929359,-0.190124
3,-0.353012,0.312924
4,0.0461017,-0.264555
5,0.0474637,-0.143371
6,0.588824,0.154316
7,0.0387642,0.397722
8,0.131106,-0.145878
9,0.168057,-0.0342482
10,0.00675066,0.819523
11,-0.120464,0.288453
12,0.172191,-0.0582677
13,-0.457495,0.130028
14,0.190948,-0.238743
15,-0.202454,0.240405
16,0.486659,0.0696139
17,-0.401624,-0.307006
18,0.191331,0.210082
19,0.215348,0.168265
20,-0.0103114,0.459105
0,-0.293121,-0.472913
1,0.013868,0.0487025
2,-0.136699,-0.184038
3,-0.361937,0.110685
4,-0.517959,0.470498
5,0.0147411,-0.181413
6,0.589923,0.147811
7,0.0371238,0.394892
8,-0.244111,-0.85764
9,0.166418,-0.039891
10,0.00119886,0.81717
11,-0.117271,0.2868
12,0.0593723,-0.0108665
13,-0.391409,0.152293
14,0.18829,-0.243114
15,-0.205484,0.234747
16,1.11772,2.57326
17,-0.405766,-0.319188
18,0.188274,0.206873
19,0.196731,0.109275
20,-0.00512445,0.456377
0,-0.295312,-0.472036
1,0.0136033,0.0850167
2,-0.134866,-0.175771
3,-0.351948,0.281623
4,-0.525573,0.516805
5,-0.0259384,-0.166581
6,0.588356,0.156722
7,0.0348042,0.395318
8,-0.256123,-0.850817
9,0.165398,-0.0385474
10,0.000230214,0.820398
11,-0.123429,0.28447
12,-0.108376,-0.00832999
13,-0.336025,0.172329
14,0.187725,-0.225807
15,-0.219858,0.234512
16,0.483544,0.072518
17,-0.403852,-0.323638
18,0.178698,0.206651
19,0.229702,0.0933108
20,-0.27394,-0.203902
0,-0.292772,-0.478491
1,0.00895493,0.207373
2,-0.142719,-0.162049
3,-0.368281,0.155789
4,-0.014175,0.516232
5,-0.0384187,-0.205842
6,0.582019,0.154724
7,0.0373673,0.399435
8,0.0492604,-0.654566
9,0.167322,-0.0335056
10,0.00627047,0.821438
11,-0.119781,0.289078
12,-0.623371,-0.033149
13,-0.309324,0.161704
14,0.221566,0.418226
15,-0.210184,0.229112
16,0.483459,0.073312
17,-0.393833,-0.324513
18,0.173856,0.198378
19,0.243301,0.0847906
20,-0.17448,-0.234511
0,-0.283949,-0.469068
1,0.00662062,0.216267
2,-0.142197,-0.163873
3,-0.377866,0.161406
4,-0.0192553,0.51532
5,0.0135261,-0.196562
6,0.582896,0.157562
7,0.0376256,0.398156
8,0.280165,-0.336486
9,0.166505,-0.035329
10,0.00600809,0.8263
11,-0.124729,0.290517
12,-0.649093,-0.0272967
13,-0.272587,0.130532
14,0.256985,-0.0631238
15,-0.212759,0.237809
16,0.482888,0.0709998
17,-0.388602,-0.315119
18,0.163529,0.192397
19,0.235791,0.0728075
20,-0.616908,-0.185385
0,-0.286218,-0.473758
1,0.00337832,0.213764
2,-0.157708,-0.156397
3,-0.375627,0.189647
4,-0.0223469,0.512826
5,0.0554224,-0.0795926
6,0.585407,0.155586
7,0.0439374,0.326215
8,0.0529461,-0.526054
9,0.166914,-0.0371854
10,-0.166913,0.43463
11,-0.12379,0.286563
12,-0.6439,-0.0527572
13,-0.195485,0.193602
14,0.217934,-0.0604995
15,-0.178968,0.00711689
16,0.482785,0.0670774
17,-0.389484,-0.322107
18,0.106785,0.0726669
19,0.243257,0.107743
20,-0.58738,-0.106229
0,-0.281674,-0.468805
1,0.00260083,0.20525
2,-0.155606,-0.156118
3,-0.376388,0.15114
4,-0.0229534,0.509107
5,0.15545,0.0999232
6,0.582204,0.151905
7,0.0420773,-0.658992
8,0.0715163,-0.13748
9,0.164318,-0.0380915
10,-0.242331,0.488319
11,-0.120452,0.281931
12,-0.629731,-0.0850461
13,-0.150181,0.148293
14,0.186804,-0.0830054
15,-0.186107,-0.363527
16,0.476962,0.0671436
17,-0.392596,-0.323545
18,-0.000654342,-0.130879
19,0.274379,0.091584
20,-0.643415,0.112811
0,-0.512791,-0.417013
1,-0.00492043,0.210126
2,0.0828901,0.474604
3,-0.364904,0.167162
4,-0.0244165,0.509414
5,0.160113,0.103535
6,0.578872,0.149333
7,0.0270826,-0.82217
8,-0.114337,-0.439369
9,0.15837,-0.0439365
10,0.00128249,0.715249
11,-0.126089,0.281569
12,-0.378506,-0.157614
13,-0.229748,0.0381761
14,0.0393166,0.0709001
15,-0.190752,-0.638774
16,0.475821,0.0653202
17,-0.416593,-0.34566
18,-0.0080451,-0.124577
19,0.252433,0.118707
20,-0.557577,-0.0206449
0,-0.587987,-0.436102
1,0.00245194,0.209829
2,0.146586,-0.200314
3,-0.347406,0.173287
4,-0.0280227,0.514982
5,0.132591,0.1282
6,0.578172,0.155244
7,0.0246453,-0.814413
8,-0.31889,-0.245248
9,0.161491,-0.0383286
10,0.0994476,0.164403
11,-0.120778,0.281694
12,-0.261139,-0.116828
13,-0.330195,-0.206436
14,-0.035725,-0.128603
15,0.272768,-0.00779329
16,0.47767,0.0684228
17,-0.359614,-0.13995
18,-0.0106698,-0.104141
19,0.244478,0.123608
20,-0.00290226,0.498533
0,-0.568767,-0.437387
1,0.00339118,0.20427
2,0.1378,0.649269
3,-0.339486,0.159621
4,-0.0334762,0.512469
5,0.175393,0.137105
6,0.393736,-0.0244441
7,0.0282644,-0.810053
8,-0.347756,-0.0201376
9,0.162032,-0.034897
10,0.398955,-0.117563
11,0.373689,-0.213674
12,-0.263365,-0.137711
13,-0.396289,-0.346034
14,-0.0268152,-0.13503
15,0.329991,0.0392385
16,0.475868,0.0671472
17,-0.315952,-0.00478809
18,0.203644,0.101156
19,0.241811,0.150961
20,0.0097122,0.505152
0,-0.626718,-0.367036
1,-0.0063927,0.202648
2,0.138983,0.648821
3,-0.345919,0.153827
4,-0.0347904,0.516704
5,0.178832,0.139559
6,0.195363,-0.169388
7,0.0193959,-0.813104
8,-0.351001,0.668973
9,0.159556,-0.0413026
10,0.300103,-0.138676
11,0.409389,-0.246658
12,-0.249578,-0.111481
13,-0.403448,-0.349962
14,-0.0202258,-0.133211
15,-0.206888,-0.652041
16,0.47083,0.0622948
17,-0.313336,0.00370916
18,0.376736,0.259833
19,0.231553,0.139617
20,0.0145793,0.505499
0,-0.583403,-0.38286
1,-0.00234534,0.204125
2,0.140025,0.645325
3,-0.349154,0.148824
4,-0.0329266,0.517397
5,0.235058,0.14576
6,0.205173,-0.196637
7,0.195982,-0.494212
8,-0.351832,0.66732
9,0.159786,-0.0381761
10,-0.424755,-0.23185
11,0.40786,-0.240825
12,-0.20757,-0.120454
13,-0.410383,-0.3427
14,-0.0314093,-0.137759
15,-0.173712,-0.613953
16,0.145336,0.366318
17,-0.318516,-0.00629896
18,0.370391,0.25476
19,-0.575882,0.0610404
20,0.00918836,0.503674
0,-0.575731,-0.364797
1,-0.00152741,0.201909
2,0.140367,0.640557
3,-0.357561,0.147209
4,-0.0310445,0.519763
5,0.165661,0.132997
6,0.187627,-0.20357
7,0.0237346,-0.811055
8,-0.344846,0.649328
9,0.159141,-0.0445228
10,-0.348353,-0.172629
11,0.409494,-0.240833
12,-0.241886,-0.110201
13,-0.382244,-0.340676
14,-0.0202295,-0.139873
15,-0.186157,-0.587018
16,0.468145,0.0610192
17,-0.317027,-0.00438924
18,0.36924,0.25405
19,-0.437463,-0.315408
20,0.0242474,0.508714
0,-0.555694,-0.35607
1,0.0014594,0.192597
2,0.142387,0.64053
3,-0.365454,0.145869
4,-0.0359576,0.523889
5,0.19227,0.114223
6,0.185076,-0.201085
7,0.0209555,-0.804776
8,-0.335718,0.642794
9,0.160521,-0.0412401
10,-0.42413,-0.183747
11,0.424829,-0.24618
12,-0.242831,-0.0960651
13,-0.122715,-0.0409681
14,-0.0258024,-0.134673
15,-0.217258,-0.603263
16,0.464851,0.0632322
17,-0.318889,-0.00459877
18,0.364774,0.260639
19,-0.357648,-0.361631
20,0.0223064,0.507553
0,-0.558955,-0.347139
1,-0.00840719,0.199137
2,-0.53161,-0.122906
3,-0.380162,0.142685
4,-0.0392697,0.524387
5,0.200036,0.132622
6,0.175264,-0.20655
7,0.0166039,-0.802749
8,0.43977,0.306136
9,0.159214,-0.0399865
10,-0.384649,-0.0917715
11,0.420528,-0.240342
12,-0.239219,-0.0671858
13,0.282964,0.0472891
14,-0.0342941,-0.133833
15,-0.205303,-0.596118
16,0.463373,0.0595084
17,-0.31892,0.00547552
18,0.345002,0.265655
19,-0.41831,-0.368149
20,0.020768,0.507312
0,-0.161724,-0.243491
1,-0.00761683,0.192696
2,-0.334781,0.555742
3,-0.383272,0.161571
4,-0.0406501,0.52908
5,0.188259,0.282966
6,0.165503,-0.215317
7,0.017908,-0.804782
8,0.751466,0.353363
9,0.159735,-0.0387018
10,0.459055,-0.0633885
11,0.411224,-0.233618
12,-0.218975,-0.0508438
13,0.222791,0.0577898
14,-0.038222,-0.133041
15,-0.177924,-0.601497
16,0.462006,0.0585048
17,-0.317038,0.00420911
18,0.33528,0.127775
19,-0.389481,-0.466145
20,0.0141511,0.49739
0,0.0688621,-0.181698
1,-0.0088906,0.196814
2,0.271469,-0.239493
3,-0.390848,0.189781
4,-0.0406519,0.524244
5,0.191151,0.310202
6,0.183275,-0.207814
7,0.0194694,-0.802256
8,0.73465,0.35565
9,0.158267,-0.0444162
10,0.77872,-0.0705127
11,0.410135,-0.241426
12,-0.257011,-0.0396079
13,0.212336,0.129191
14,-0.0422216,-0.138665
15,-0.181145,-0.59345
16,0.299178,0.0209426
17,-0.320686,-0.00466127
18,0.326351,0.0832981
19,-0.327301,-0.515413
20,0.0256168,0.488428
0,0.0723691,-0.184128
1,-0.00632286,0.197795
2,0.0921115,-0.384715
3,-0.380834,0.175422
4,-0.0404773,0.529899
5,0.182442,0.318168
6,0.181663,-0.208812
7,0.0148229,-0.801696
8,0.145564,-0.260303
9,0.157151,-0.0393984
10,0.77442,-0.077602
11,0.406833,-0.252629
12,-0.22541,0.00480463
13,0.146466,0.0712047
14,-0.0382689,-0.127673
15,-0.199885,-0.606864
16,-0.622544,-0.0448665
17,-0.320894,0.00344449
18,0.323839,0.0840921
19,-0.281516,-0.488455
20,0.0069772,0.494912
0,0.0613427,-0.182162
1,-0.0107378,0.196185
2,0.0392541,-0.15405
3,-0.379759,0.175889
4,-0.0406115,0.519349
5,0.18087,0.328689
6,0.174042,-0.204024
7,0.016773,-0.797639
8,0.822599,0.376291
9,0.155653,-0.0428539
10,0.755362,-0.099346
11,0.406344,-0.244533
12,0.00712608,0.252337
13,-0.128238,-0.294614
14,-0.0438758,-0.132449
15,-0.178136,-0.593249
16,-0.625007,-0.065096
17,-0.319071,-0.00340772
18,0.32498,0.0846509
19,-0.266503,-0.432742
20,0.0121752,0.497721
0,0.0716321,-0.186615
1,-0.00426977,0.193932
2,-0.0117543,-0.206829
3,-0.346382,0.174279
4,-0.0391943,0.519219
5,0.182302,0.333042
6,0.18103,-0.194856
7,0.0122303,-0.796762
8,0.802188,0.400711
9,0.155623,-0.0375897
10,0.764073,-0.079633
11,0.413895,-0.238096
12,-0.0674671,0.273111
13,-0.155884,-0.277088
14,-0.0412107,-0.122484
15,-0.202979,-0.60938
16,-0.641255,-0.0399112
17,-0.323309,-0.000238945
18,0.320984,0.0824011
19,-0.29933,-0.435935
20,0.00236556,0.492168
0,0.0740013,-0.183072
1,-0.00758375,0.198716
2,0.30864,0.0131365
3,-0.364533,0.178424
4,-0.0416683,0.519908
5,0.295981,1.10806
6,0.182368,-0.197359
7,0.0148376,-0.794527
8,0.793098,0.436159
9,0.15308,-0.037485
10,0.759566,-0.0722184
11,0.311421,-0.0477578
12,-0.0192829,0.241143
13,-0.192535,-0.256794
14,-0.0368729,-0.113477
15,0.39476,0.0589514
16,-0.0609714,0.802764
17,-0.322083,-0.00523474
18,0.322554,0.0834249
19,-0.358326,-0.399899
20,0.00038415,0.509352
0,0.0783097,-0.180842
1,-0.0089439,0.191568
2,-0.211698,-0.35907
3,-0.364195,0.158391
4,-0.0371946,0.510197
5,0.178496,0.33749
6,0.180968,-0.214747
7,0.0169973,-0.79693
8,0.806404,0.454029
9,0.158064,-0.0393561
10,0.755925,-0.0934422
11,-0.199683,-0.304938
12,-0.0538398,0.243691
13,-0.178029,-0.206241
14,-0.044634,-0.121919
15,0.465226,0.141376
16,0.127997,-0.194031
17,-0.321074,-2.57326e-05
18,0.322745,0.0815299
19,-0.324149,-0.419866
20,-0.0020439,0.50769
0,0.0707939,-0.178861
1,-0.00923431,0.192411
2,-0.188308,-0.323826
3,-0.36963,0.15768
4,-0.044203,0.50731
5,0.180166,0.343724
6,0.166537,-0.231104
7,0.0103987,-0.341111
8,-0.0474789,-0.354179
9,0.153862,-0.042036
10,0.762053,-0.0990758
11,0.261243,-0.144089
12,-0.0168015,0.212439
13,-0.0684817,-0.178575
14,-0.0472845,-0.112229
15,0.575143,0.0333384
16,-0.631243,-0.0592363
17,-0.321475,-0.00665922
18,0.319782,0.0806164
19,-0.266284,-0.395392
20,-0.00476052,0.516403
0,0.0742697,-0.180593
1,-0.00783372,0.195602
2,-0.190612,-0.300916
3,-0.363862,0.145246
4,-0.0446349,0.511407
5,0.177134,0.331876
6,0.193347,-0.208189
7,-0.00218543,-0.386172
